sender_id,text,date
-1001333826717,"🙂🙂🙂SMILE FACY PAN😀😀😀😀😀
የፓንኬክ መስሪያ ፓን ሴራሚክ የሆነ የማይዝ ዕቃ አስመጥተናል በቀላሉ ቁርስ እና መክሰስ ነገሮችን ለልጆች ለማዘጋጀት የሚሆን **ዋጋ 1700**✅

ባሉበት  ያለተጨማሪ ክፍያ ማዘዝ ይችላሉ 
             0933334444 @LeMazez_z
              0946242424 @Le_Mazez
              0944109295 @Lemaze_z",2024-09-25 05:48:40+00:00
-1001333826717,"🔴ዘይት ቆጣቢ👀 DEEP FRYER 2.5 ሊትር ድረስ የሚይዝ ከዛ በታች በሆነ ዘይት መጠቀም የምንችልበት ቆንጆ እቃ ዘይት የማያባክን 

💛ስቴንለስ ስቲል የሆነ

💛የሙቀት መቆጣጠሪያ አብሮ ያለዉ
💛የማይዝዝ የ ማያሳረርር ታንክ 
💛አብሮ  የ መጥበሻ ወንፊት ማጥለያ ያለዉ
#የችበስ_መጥበሻ 
  የሚይዘው መጠን ከትንሽ ዘይት እስከ 2.5ሊትር
🍟 ለችብስ 🍗ለዶሮ 🍔ለበርገር ስጋ 🥟ለሳምቡሳ   
        ለሚጠባበሱ  ነገሮች ✅ዋስትና ያለው 
     ✅**ዋጋ 4800ብር ከነፃ ዲሊቨሪ ጋር**
    ውስን ፍሬ ነው ያለን ደውለው ይዘዙን

            0933334444 @LeMazez_z 
            0946242424 @Le_Mazez
            0944109295 @Lemaze_z
#ክፍያዎን_በሞባይል_ባንኪንግ_መፈፀምም_ይችላሉ በተጨማሪ #ከ_1000_ብር** በላይ** የሆኑ
#ሁለት_ዕቃዎች ሲገዙ ስጦታ እንልክለዎታለን 
🎁 T.me/Leyueqa 👈ቻናላችንን ለጓደኛዎ ሸር ማድረግዎን አይርሱ",2024-09-24 18:27:52+00:00
-1001333826717,"🔴ዘይት ቆጣቢ👀 DEEP FRYER 2.5 ሊትር ድረስ የሚይዝ ከዛ በታች በሆነ ዘይት መጠቀም የምንችልበት ቆንጆ እቃ ዘይት የማያባክን 

💛ስቴንለስ ስቲል የሆነ

💛የሙቀት መቆጣጠሪያ አብሮ ያለዉ
💛የማይዝዝ የ ማያሳረርር ታንክ 
💛አብሮ  የ መጥበሻ ወንፊት ማጥለያ ያለዉ
#የችበስ_መጥበሻ 
  የሚይዘው መጠን ከትንሽ ዘይት እስከ 2.5ሊትር
🍟 ለችብስ 🍗ለዶሮ 🍔ለበርገር ስጋ 🥟ለሳምቡሳ   
        ለሚጠባበሱ  ነገሮች ✅ዋስትና ያለው 
     ✅**ዋጋ 4800ብር ከነፃ ዲሊቨሪ ጋር**
    ውስን ፍሬ ነው ያለን ደውለው ይዘዙን

             0933334444 @LeMazez_z 
            0946242424 @Le_Mazez
             0944109295 @Lemaze_z
#ክፍያዎን_በሞባይል_ባንኪንግ_መፈፀምም_ይችላሉ በተጨማሪ #ከ_1000_ብር** በላይ** የሆኑ
#ሁለት_ዕቃዎች ሲገዙ ስጦታ እንልክለዎታለን 
🎁 T.me/Leyueqa 👈ቻናላችንን ለጓደኛዎ ሸር ማድረግዎን አይርሱ",2024-09-24 18:24:22+00:00
-1001333826717,"🎂🎂🎂🎂🍰🧁🧁Cake decorating Nozzles 6pcs

Price ⚡️⚡️650 birr

📌📌📌**አድራሻ** 📌📌📌
⭕️ቁጥር 1 ልደታ ወደ ባልቻ ሆስፒታል ገባ ብሎ  አህመድ ህንፃ ላይ 1ኛፎቅ 105B
⭕️ቁጥር 2 __ 22 አውራሪስ ሆቴል አጠገብ  በፀጋ ህንፃ 3ኛ ፎ ቅ ከ ሊፍቱ  በ ግራ የሱቅ ቁጥር👌 C10 
ይደዉሉልን👆 
ባሉበት  ያለተጨማሪ ክፍያ ማዘዝ ይችላሉ 
0933334444 @LeMazez_z
0946242424 @Le_Mazez
0944109295 @Lemaze_z",2024-09-24 12:02:11+00:00
-1001333826717,"3️⃣🔠🔠💡🔠🔠🔠🔠
3Pcs ሴራሚክ #መጥበሻዎች Fry pan set
ጭራሽ መያዝ የሚባል ነገር የማይታሰብ ምርጥ መጥበሻዎች
➡️Aluminum  Forged 4.00mm
➡️For All types of Kitchen
➡️Double layer Antiadhernte 
➡️For Uniform cooking
➡️proffessional  quality 
➡️Ergonomic soft touch handle
➡️suitable for Dish washeres

               #Price 💵💵3999
ባሉበት  ያለተጨማሪ ክፍያ ማዘዝ ይችላሉ 
📌📌📌አድራሻ👀
⭕️ቁጥር 1 ልደታ ወደ ባልቻ ሆስፒታል ገባ ብሎ  አህመድ ህንፃ ላይ 1ኛፎቅ 105B
⭕️ቁጥር 2 __ 22 አውራሪስ ሆቴል አጠገብ  በፀጋ ህንፃ 3ኛ ፎ ቅ ከ ሊፍቱ  በ ግራ የሱቅ ቁጥር👌 C10 
ይደዉሉልን👆 

ባሉበት  ያለተጨማሪ ክፍያ ማዘዝ ይችላሉ 

0933334444 @LeMazez_z
0946242424 @Le_Mazez
0944109295 @Lemaze_z",2024-09-24 08:36:33+00:00
-1001333826717,"✔️✔️✔️✔️✔️✔️**Electronic Kitchen Scale**

👉 Equipped with a high precision strain gauge sensor system 
👉 LCD Display 
👉Model: SF-400


                **💦 ዋጋ፦ ✅ **1100
ከነፃ ዲሊቨሪ ጋር 
      📌📌📌አድራሻ👀
⭕️ቁጥር 1 ልደታ ወደ ባልቻ ሆስፒታል ገባ ብሎ  አህመድ ህንፃ ላይ 1ኛፎቅ 105B
⭕️ቁጥር 2 __ 22 አውራሪስ ሆቴል አጠገብ  በፀጋ ህንፃ 3ኛ ፎ ቅ ከ ሊፍቱ  በ ግራ የሱቅ ቁጥር👌 C10 
ይደዉሉልን👆 
ባሉበት  ያለተጨማሪ ክፍያ ማዘዝ ይችላሉ 
0933334444 @LeMazez_z
0946242424 @Le_Mazez
0944109295 @Lemaze_z",2024-09-24 06:24:30+00:00
-1001333826717,"🔤🔤🔤🔤🔤❌🔤🔤🔤አስፈላጊ የቢላ ጥቅል በተመጣጣኝ ዋጋ 

ዋጋ✔️ 1600 ከነፃ ዲሊቨሪ ጋር ፈጥነዉ ያስቀሩ🔴

     0933334444 @LeMazez_z 
     0944109295 @Lemaze_z
     0946242424 @Le_Mazez
#ክፍያዎን_በሞባይል_ባንኪንግ_መፈፀምም_ይችላሉ በተጨማሪ #ከ_1000_ብር በላይ የሆኑ
#ሁለት_ዕቃዎች ሲገዙ ስጦታ እንልክለዎታለን 
🎁 T.me/Leyueqa 👈ቻናላችንን ለጓደኛዎ ሸር ማድረግዎን አይርሱ",2024-09-24 05:32:08+00:00
-1001333826717,"🔠🔠🔠🔠🔠storage wardrobe plastic +metal
✔️ይህ የፕላስቲክ ተንቀሳቃሽ መደርደሪያ ጠንካራ እና ዘመናዊ ሊገጣጠም የሚችል  ✔️የእርስዎን ፍላጎትየሚያሟላ ሲሆን  የዚህ ቁም ሳጥን  ዲዛይን ልብስዎን እና ጫማዎን በፍጥነት እና በቀላሉ ለመጠቀም የሚያስችል ነዉ
✔️ ቦታውን መቀየር ከፈለጉ በክፍልዎ ዙሪያ በቀላሉ ማንቀሳቀስ የሚችሉት
✔️ ለልጆች ክፍል ተስማሚ
ሳይዙ 1.75 ሜትር ቁመት,1.05ሜ የጎን ርዝመት,45ሳ.ሜ ወርድ
ዋጋ🔴 5800",2024-09-23 23:01:32+00:00
-1001333826717,"📣🔴8.5'' ኢንች Lcd Writing Tablet ለህፃናት ፅሁፍ እና ስዕሎችን መለማመጃ 
- ህፃናት በቀላሉ ሊያበላሹት የማይችሉ 
- በባትሪ ዲንጋ የሚሰራ የራሱ መፃፊያ ያለው 

     ዋጋ✔️ 650 ብር  2pc free delivery

   0933334444 @LeMazez_z
   0944109295 @Lemaze_z
   0946242424 @Le_Mazez
   #አድራሻ🔘
⭕️ቁጥር 1 ልደታ ወደ ባልቻ ሆስፒታል ገባ ብሎ  አህመድ ህንፃ ላይ 1ኛፎቅ 105B
⭕️ቁጥር 2 __ 22 አውራሪስ ሆቴል አጠገብ  በፀጋ ህንፃ 3ኛ ፎ ቅ ከ ሊፍቱ  በ ግራ የሱቅ ቁጥር👌 C10 
ይደዉሉልን👆",2024-09-23 11:23:38+00:00
-1001333826717,"📣Mirror Sticker

✔️ የስቲከር መስታወት
✔️ ቢወድቅ የማይሰበር
✔️ የራሱ መለጠፊያ ያለው
✔️ ሴራሚክ ላይ፣ ጂፕሰም ቻክ ላይ፣ እንጨት ላይ በቀላሉ የሚለጠፍ
❗️20ሣሜ ስፋት በ30 ሣሜ ቁመት❗️
✔️ ሞላላ ቅርፅ ያለው ማራኪ
ዋጋ 900🔴",2024-09-23 09:32:01+00:00
-1001333826717,"🔴🌼🌼Kitchen Oil proof Stickers
ለኪችንዎ ግርማሞገስ የሚያላብስ ኪችንዎን ፅድት የሚያደርግ 
👉ለመሳቢያ ፣ ለካቢኔ ፣ ለኩሽና ፣ ለስላሳ የእንጨት ገጽና ግድግዳ ላይ የሚለጠፍ  በራሱ የሚጣበቅ  ውሃ የማያሳልፍ (Waterproof) የሆነ


👉ስፋት 60cm×5meter ሜትር 
ዋጋ 900✔️ ብር 
**2 ፍሬ ሲያዙ ነፃ ዲሊቨሪ**

👉ሙቀትንእና እርጥበትን የሚቋቋም ለማፅዳት ቀላል የሆነ

#ክፍያዎን_በሞባይል_ባንኪንግ_መፈፀምም_ይችላሉ በተጨማሪ #ከ_1000_ብር በላይ የሆኑ
#ሁለት_ዕቃዎች ሲገዙ ስጦታ እንልክለዎታለን 🛍
🎁 T.me/Leyueqa ⚡️⚡️ቻናላችንን ለጓደኛዎ ሸር ማድረግዎን አይርሱ 
           


   0933334444 @LeMazez_z
   0944109295 @Lemaze_z
   0946242424 @Le_Mazez
   #አድራሻ🔘🌀
⭕️ቁጥር 1 ልደታ ወደ ባልቻ ሆስፒታል ገባ ብሎ  አህመድ ህንፃ ላይ 1ኛፎቅ 105B
⭕️ቁጥር 2 __ 22 አውራሪስ ሆቴል አጠገብ  በፀጋ ህንፃ 3ኛ ፎ ቅ ከ ሊፍቱ  በ ግራ የሱቅ ቁጥር👌 C10 
ይደዉሉልን👆",2024-09-23 07:08:54+00:00
-1001333826717,"🔴በአየር የሚሞላ ሶፋ  COMFORTABLE INFLATED SOFA
በአየር የሚሞላ ሶፋ እና ኩርሲ
👉 ከጠንካራ ሸራራ እና ፕላስቲክ የተሰራ
👉 በቀላሉ በንፋስ የሚሞላ
👉 ከስራ የደከመ አካልዎን የሚያሳርፉበት

ዋጋ✔️5700 ብር


**👉ከነፃ ዲሊቨሪ ጋር****❗️****የሞተር አናስከፍልም****❗️****
**#ክፍያዎን_በሞባይል_ባንኪንግ_መፈፀምም_ይችላሉ** በተጨማሪ **#ከ_1000_ብር** በላይ የሆኑ **#ሁለት_ዕቃዎች** ሲገዙ ስጦታ እንልክለዎታለን 
🎁 **T.me/Leyueqa** 👈ቻናላችንን ለጓደኛዎ ሸር ማድረግዎን አይርሱ 
            **0933334444** **@LeMazez_z**
            **0944109295** **@Lemaze_z**
            **0946242424** **@Le_Mazez",2024-09-21 13:08:01+00:00
-1001333826717,"🔴 ለህፃናት ምግብ ማዘጋጃ ቆንጆ ዕቃ**Baby Food Grinder Machine **

__🍀 Powerful function features steam, agitation, heating and electronic health
🍀 Save time and energy, it only take you 15 minutes
🍀 Convenient for use. It's no noise, simple, cooking and storing food in one hand
🍀__#Function__: Juicing, stirring, making milkshake, crushing ice, mixing
__
               **ዋጋ፦ ****✔️**** 5700 ብር ይዉሰዱ ከ 1 አመት
ዋስትና
  👉ከነፃ ዲሊቨሪ ጋር****❗️****የሞተር አናስከፍልም****❗️****
**#ክፍያዎን_በሞባይል_ባንኪንግ_መፈፀምም_ይችላሉ** በተጨማሪ **#ከ_1000_ብር** በላይ የሆኑ **#ሁለት_ዕቃዎች** ሲገዙ ስጦታ እንልክለዎታለን 
🎁 **T.me/Leyueqa** 👈ቻናላችንን ለጓደኛዎ ሸር ማድረግዎን አይርሱ 
            **0933334444** **@LeMazez_z**
            **0944109295** **@Lemaze_z**
            **0946242424** **@Le_Mazez**
**
        ",2024-09-21 12:30:02+00:00
-1001333826717,"🔠🔠🔠🔠💡🔠🔠🔠🔠ዘመናዊ አዲስ #የፀጉር_መተኮሻ  በኤሌክትሪክ የሚሰራ
                  ✅**ኮድ-01**
👉ሌላ ሰዉ ሳያስፈልግዎ ራስዎ ፀጉርዎን በማበጠር ብቻ የሚተኩሱበት አዲስ ማበጠሪያ ፔስትራ 
👉ምንም አይነት ድምፅ የሌለዉ 
👉ፀጉር የማይጎዳ አስተማማኝ
👉ስትሬት እና ከርል የሚሰራ ዕቃ
👉ግዜዎን የሚቆጥብ፣ የማያደክም
✅**በ 1299 ብር ይዉሰዱ ከ 1 አመት
ዋስትና**
  👉ከነፃ ዲሊቨሪ ጋር❗️የሞተር አናስከፍልም❗️
#ክፍያዎን_በሞባይል_ባንኪንግ_መፈፀምም_ይችላሉ በተጨማሪ #ከ_1000_ብር በላይ የሆኑ #ሁለት_ዕቃዎች ሲገዙ ስጦታ እንልክለዎታለን 
🎁 T.me/Leyueqa 👈ቻናላችንን ለጓደኛዎ ሸር ማድረግዎን አይርሱ 
            0933334444 @LeMazez_z
            0944109295 @Lemaze_z
            0946242424 @Le_Mazez",2024-09-21 10:48:19+00:00
-1001333826717,"🔴ፕላስቲክ የምሳ ዕቃ ለተለይዩ የዕድሜ ክልሎች የሚሆን ሁለት ክፍልፋይ ያለዉ
ጠንካራ የምሳ ዕቃ  ሹካ እና ማንኪያ ከማስቀመጨያዉ ጋር ያካተተ

የአንዱ ዋጋ ✔️1100 ከነፃ ዲሊቨሪ ጋር

❗️የሞተር አናስከፍልም❗️

T.me/Leyueqa 👈ቻናላችንን ለጓደኛዎ ሸር ማድረግዎን አይርሱ

        0933334444 @LeMazez_z
        0946242424 @Le_Mazez
         0944109295 @Lemaze_z",2024-09-21 05:59:42+00:00
-1001333826717,"📎📎🔈Hair Steamer Cape
💯 High Quality 

👀የፀጉር እስቲመር ትሪትመንት ወይም ቅቤ ተቀብተው በቤቶ ሆነው የሚጠቀሙበት

          ዋጋ ✔️ 950
ክፍያዎን እቃዉ ሲደርስዎ በሞባይል ባንኪንግ መፈፀም ይችላሉ

    በተጨማሪ #ከ_1000_ብር በላይ የሆኑ
#ሁለት_ዕቃዎች  አንድ ላይ ሲገዙ ስጦታ እንልክለዎታለን 
🎁 T.me/Leyueqa 📎 👈ቻናላችንን ለጓደኛዎ ሸር ማድረግዎን አይርሱ 
        

       0933334444 @Lemazez_Z
        0944109295 @Lemaze_z
       0946242424 @Le_Mazez",2024-09-21 04:33:01+00:00
-1001333826717,"🔠🔠🔠🔠🔠💡🔠🔠🔠🔠70ሴ.ሜ ድረስ የጎን ሳይዝ ያላቸዉ ለማንኛዉም ፍሪጅ+ለኦቭን+ለዲፕ ፍሪዝ ማስቀመጥ ወይም በቀላሉ ማንቀሳቀስ የሚያስችል
🅰 Adjustable Base For Washing amachine & Refrigerator

👌የፍሪጅ፣ ማስቀመጫ ማንቀሳቀሻ  የራስዎን  እና የዕቃዎን ደህንነት ይጠብቁ!  
ℹ ለቤትዎ ቢሉ ለስራ ቦታ የሚሆን 
⚡ እያንዳንዳቸዉ ከ49_70 ሳ.ሜ ድረስ መለጠጥ የሚችል 
🌾height 10cm
👉 load 200kg
          **ዋጋ ****✔️****2200 ብር ከነፃ ዲሊቨሪ ጋር**

 ❗️የሞተር አናስከፍልም❗️

#ክፍያዎን_ ዕቃዉ _እጅዎ ሲደርስ_ከፈለጉ_በካሽ_አልያም_በሞባይል_ባንኪንግ_መፈፀም_ይችላሉ በተጨማሪ #ከ_1000_ብር በላይ የሚተመኑ #ሁለት_ዕቃዎችን_ ሲገዙ ስጦታ እንልክለዎታለን 
🎁 T.me/Leyueqa 👈ቻናላችንን ለጓደኛዎ ሸር ማድረግዎን አይርሱ 
           👉 ያሉበት ድረስ በነፃ እናደርሳለን 🚗
          
           0933334444 @LeMazez_z
            0944109295 @Lemaze_z
            0946242424 @Le_Mazez",2024-09-20 18:24:37+00:00
-1001333826717,"🔤🔤🔤🔤🔤🔤🔤4 IN 1 HAND BLENDER

👉400Watt ጉልበት ያለው

👉 የህፃናት  ምግብ ለማዘጋጀት የሚፈለግ

👉 ጁስ፣ሽንኩርት፣ ስጋ እና አትክልቶችን ይፈጩበታል

👉 እንቁላልና ክሬም ይመቱበታል

           ዋጋ ✔️ 2700ከነፃ ዲሊቨሪ ጋር

 አናስከፍልም🚫❗️

🚗ያሉበት ቦታ ድረስ በነጻ እናደርሳለን (Free Delivery)⭕️2ዕቃ ከ1 ሺ ብር በላይ የሚተመኑ ዕቃዎች ሲገዙ ስጦታ🎀 አዘጋጅተናል
   0933334444 @LeMazez_z
   0944109295 @Lemaze_z
   0946242424 @Le_Mazez",2024-09-20 16:30:20+00:00
-1001333826717,"📣🔴Door Step Shoe Rack

✔️ የበር ስር ጫማ ማስቀመጫ
✔️  የብረት ቱቦ 
✔️ 18 ጥንድ ጫማዎችን የሚያስቀምጡበት
✔️ 55cm*26cm*1.14M ስፋት ያለው
✔️ ባለ 6 ደረጃ 
✔️ ደረጃዎቹ የብረት ናቸው
✔️ በቀላሉ የሚገጣጥሙት

💸💸2600 ✔️ዲሊቨሪ አናስከፍልም🚫

#ክፍያዎን_ ዕቃዉ _እጅዎ ሲደርስ_ከፈለጉ_በካሽ_አልያም_በሞባይል_ባንኪንግ_መፈፀም_ይችላሉ በተጨማሪ #ከ_1000_ብር በላይ የሚተመኑ #ሁለት_ዕቃዎችን_ ሲገዙ ስጦታ እንልክለዎታለን 
🎁 T.me/Leyueqa 👈ቻናላችንን ለጓደኛዎ ሸር ማድረግዎን አይርሱ 
           👉 ያሉበት ድረስ በነፃ እናደርሳለን 🚗
          
            0933334444 @LeMazez_z
            0944109295 @Lemaze_z
            0946242424 @Le_Mazez",2024-09-20 14:13:34+00:00
-1001333826717,"🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤
👉 የኩኪስ ቅርፅ ማውጪያ
👉 የተለያየ አይነት ቅርፅ ማውጪያ ያለው
👉 ለክሬም decoration የሚሆኝ
👉 የማይዝግ ብረት
ዋጋ 1700✅

**ከነፃ ዲሊቨሪ ጋር**
    ውስን ፍሬ ነው ያለን ደውለው ይዘዙን
   
            0933334444 @LeMazez_z 
            0946242424 @Le_Mazez
         0944109295 @Lemaze_z
#ክፍያዎን_በሞባይል_ባንኪንግ_መፈፀምም_ይችላሉ በተጨማሪ #ከ_1000_ብር** በላይ** የሆኑ
#ሁለት_ዕቃዎች ሲገዙ ስጦታ እንልክለዎታለን 
🎁 T.me/Leyueqa 👈ቻናላችንን ለጓደኛዎ ሸር ማድረግዎን አይርሱ",2024-09-20 11:27:02+00:00
